Retort_Temperature,Holding_Time,F0,Storage_Temperature,Storage_Day,pH,PV,TPC,O2,CO2,Moisture_Content,L_Value,a_Value,b_Value,Shelf_Life_Remaining
126.5,38.1,10.76,14.7,9.0,6.42,5.37,0.8,5.37,12.49,29.1,42.6,18.6,13.7,102.6
110.8,35.0,15.78,17.7,11.5,5.59,4.81,2.25,15.05,6.93,55.3,72.7,7.6,12.0,51.0
119.2,20.4,18.84,8.0,2.3,4.68,6.85,0.83,10.21,1.22,28.6,57.8,12.7,20.7,98.1
111.4,35.7,22.21,9.8,8.7,4.54,3.07,0.23,2.23,12.76,63.7,36.1,-9.0,7.7,106.8
127.0,30.0,29.9,23.7,10.7,4.69,4.96,1.24,9.92,1.57,22.0,73.4,-3.3,13.0,57.7
124.7,29.0,32.98,6.7,7.9,6.23,7.03,0.14,16.78,4.34,44.9,77.7,-3.7,19.5,86.3
115.0,20.0,17.57,20.9,27.2,5.61,7.55,1.91,14.39,3.01,64.2,54.6,-3.6,25.6,61.0
124.1,32.4,23.22,18.7,28.4,4.51,3.57,1.62,5.33,3.63,23.6,56.0,16.6,21.9,54.6
126.8,36.4,32.87,27.4,44.1,4.51,2.35,3.14,14.72,10.37,57.1,73.2,11.9,21.2,26.2
115.5,38.9,38.81,16.7,21.7,6.96,3.9,1.97,15.96,11.0,80.0,36.4,8.4,19.6,53.2
127.1,11.4,19.88,44.8,113.2,5.79,7.82,9.87,1.2,22.91,30.3,57.2,-7.7,6.1,5.3
119.0,18.2,33.95,11.5,2.2,6.75,6.72,0.72,17.95,3.47,29.7,55.5,16.1,7.1,102.9
115.8,20.1,10.28,32.9,50.4,5.38,0.59,3.78,15.47,10.48,75.8,36.4,10.9,20.6,22.3
122.0,18.4,36.66,7.5,0.9,6.19,5.96,0.72,14.78,3.5,61.5,67.0,14.1,10.9,111.5
125.5,26.4,24.29,5.7,0.2,5.11,4.71,0.95,18.66,9.05,40.1,49.7,1.6,19.4,94.8
115.7,13.2,10.2,19.4,23.1,6.04,3.21,1.18,2.78,7.62,48.6,37.6,-7.3,21.7,47.4
128.9,37.1,31.95,24.1,20.6,5.65,2.91,2.17,14.32,4.2,54.4,39.7,17.3,13.7,50.0
120.5,32.4,17.71,22.9,16.5,5.35,3.28,1.48,14.57,1.08,48.4,44.1,3.7,2.7,74.6
114.7,11.0,27.47,10.7,1.8,4.44,4.97,0.34,6.71,14.01,26.9,77.6,-5.0,15.3,96.3
111.0,28.1,32.7,22.6,25.4,4.51,1.92,1.31,14.92,1.33,53.9,59.4,12.3,19.2,63.9
110.0,11.7,16.64,21.4,26.0,5.79,7.2,1.22,9.63,10.47,31.0,77.1,12.5,7.6,50.2
122.5,16.8,32.28,39.8,115.6,6.7,9.44,10.11,1.08,22.14,76.5,39.7,10.6,27.6,5.3
128.4,32.1,13.66,19.0,21.2,5.43,4.73,2.16,18.45,4.45,26.8,54.7,-6.5,5.8,67.8
111.5,27.4,28.06,27.4,59.2,5.2,4.23,4.03,2.11,9.14,23.5,56.7,10.7,27.1,25.4
129.3,36.9,31.49,40.6,103.0,5.16,5.95,9.78,1.76,24.31,21.3,72.3,17.3,24.4,6.2
113.5,26.9,14.93,29.9,37.3,5.04,3.89,3.93,5.53,8.44,63.2,45.7,1.4,18.4,33.2
120.9,26.5,20.9,16.4,25.1,5.76,3.91,2.18,10.24,11.17,75.3,71.3,13.6,16.0,47.5
117.9,39.2,39.64,10.1,2.6,6.38,6.62,0.11,5.99,8.6,23.5,39.5,8.0,9.6,93.3
118.1,18.9,23.9,44.7,105.2,6.06,8.45,10.16,1.55,20.85,32.7,30.1,18.9,20.8,4.5
120.0,34.4,34.08,39.0,102.3,4.37,9.41,11.16,2.11,24.59,32.9,73.0,17.8,14.9,2.2
113.9,39.9,17.5,22.0,24.1,6.02,2.48,2.13,18.91,5.06,50.7,42.1,-4.5,15.9,55.8
127.2,28.0,32.46,12.7,8.8,4.03,7.27,0.79,1.85,8.22,41.5,68.8,16.5,3.8,108.1
111.1,15.6,39.52,26.9,48.4,5.54,3.59,3.86,10.02,7.66,67.9,38.6,-8.9,17.3,33.8
123.6,23.7,14.53,44.2,114.7,6.6,9.85,10.09,0.97,19.16,76.7,72.3,-5.5,4.8,5.7
119.8,16.9,13.8,40.4,110.1,4.3,5.06,10.37,1.51,17.4,62.8,41.9,3.1,14.6,6.0
127.6,20.6,32.87,35.2,99.2,5.28,7.45,11.73,2.23,23.92,63.5,58.0,-1.2,8.4,5.7
117.9,16.7,23.3,16.5,16.0,5.31,6.84,2.26,10.74,1.92,62.9,58.3,-1.4,23.8,49.3
119.7,27.4,21.29,19.5,27.9,6.63,0.76,2.0,4.43,4.58,26.0,76.9,0.3,9.9,60.5
111.4,32.7,19.07,9.7,0.1,6.78,4.09,0.32,6.28,0.25,54.8,74.0,6.6,6.0,97.2
127.6,15.6,30.5,44.7,105.3,4.52,6.18,8.89,0.38,20.67,29.0,63.5,19.7,24.5,0.7
129.6,30.7,37.26,34.8,32.9,6.45,4.58,2.6,10.7,9.38,69.2,58.3,11.4,1.4,27.3
120.0,31.6,20.78,20.7,12.5,5.82,1.86,2.19,7.85,0.01,66.6,38.5,-3.1,0.8,49.4
112.2,28.9,33.24,41.4,99.2,4.59,7.25,10.68,1.85,24.87,53.1,47.1,3.8,27.0,2.1
120.7,13.1,21.22,18.0,27.9,5.37,4.0,1.53,2.92,1.98,26.0,57.3,4.5,23.1,50.8
115.5,35.0,30.36,14.7,0.9,6.35,7.82,0.24,15.58,14.57,56.8,67.3,16.9,0.4,103.3
117.0,35.2,30.49,15.5,23.4,4.99,7.55,2.43,11.66,14.16,34.0,38.3,-6.5,21.6,68.9
117.5,17.5,25.22,35.1,110.8,6.26,9.9,10.87,0.14,20.12,60.0,43.0,4.7,26.4,8.3
121.1,27.0,20.94,15.0,8.2,6.53,7.5,0.73,15.97,7.71,64.1,71.8,6.0,29.0,108.5
114.8,15.0,22.33,22.0,20.1,6.31,6.5,1.7,9.12,7.76,50.8,52.9,17.2,8.2,67.4
124.6,31.0,36.42,17.4,11.0,6.54,3.53,2.31,14.39,2.36,66.1,57.7,2.8,0.2,50.5
118.7,28.9,32.59,42.0,97.7,5.29,9.09,11.71,0.18,17.33,23.5,62.4,10.0,1.6,7.0
112.2,27.4,32.72,18.2,12.3,6.56,1.8,2.36,6.49,13.2,23.3,69.5,9.8,22.1,47.9
126.1,10.7,30.31,23.0,20.2,4.27,1.4,1.76,12.35,9.36,37.8,71.2,-2.0,26.2,71.2
120.2,24.0,33.1,37.4,119.2,6.92,9.92,11.99,2.25,16.47,23.9,73.3,7.6,25.2,8.3
124.0,13.0,21.77,35.7,99.2,6.8,6.23,10.68,0.87,21.43,50.7,48.2,15.4,25.6,3.8
129.2,23.4,28.54,25.4,38.4,5.3,6.24,2.87,7.97,0.06,60.0,44.9,-0.5,6.4,33.6
125.3,14.4,31.87,16.7,19.7,4.62,4.76,2.46,8.46,10.74,60.7,68.1,-1.1,27.9,57.2
113.5,38.4,19.42,10.2,6.3,6.88,6.53,0.59,10.11,10.32,55.2,64.0,-7.5,20.4,117.8
128.9,34.6,14.51,22.5,11.8,4.04,6.63,2.36,1.48,14.24,32.9,31.6,4.8,25.7,62.2
124.6,30.8,31.96,35.8,106.0,5.8,9.25,10.17,2.67,20.75,57.3,70.9,11.0,11.6,5.9
121.8,25.0,14.82,41.0,94.4,5.85,9.11,9.78,1.7,22.59,23.8,46.1,-10.0,1.1,9.3
119.9,10.5,38.74,35.1,94.0,5.12,5.49,9.87,1.61,23.2,43.4,47.8,1.5,18.2,0.8
121.2,35.1,27.44,26.0,48.0,6.02,4.84,3.67,18.42,3.28,31.9,37.6,-2.6,5.0,34.1
114.5,20.1,30.48,40.5,90.7,4.03,8.93,11.09,1.96,16.96,61.1,71.6,13.2,4.8,0.1
123.7,15.9,30.44,17.2,22.8,4.86,6.5,1.31,2.59,4.29,65.6,74.7,11.3,16.9,59.4
125.6,17.0,32.4,28.2,32.3,4.23,3.76,4.11,17.82,12.41,49.9,33.8,5.0,10.1,30.4
129.7,26.3,34.0,31.3,55.5,5.74,6.89,2.93,6.6,7.08,73.0,46.7,8.3,11.5,23.8
127.2,10.3,19.99,23.3,19.5,4.48,2.44,1.86,11.63,3.98,65.3,60.6,1.1,5.6,47.2
114.3,30.3,22.69,29.5,35.6,6.88,6.76,3.98,10.83,2.21,63.3,54.7,11.4,15.7,28.0
110.8,19.8,12.66,7.1,8.9,4.91,7.75,0.94,8.98,6.17,30.6,44.9,13.1,18.8,89.4
113.2,20.3,23.53,16.4,19.9,4.45,3.55,1.62,5.71,5.01,46.0,54.2,-7.0,11.1,60.1
122.1,14.2,31.91,40.3,109.3,6.08,5.85,9.28,2.59,18.57,20.6,34.4,1.8,27.6,4.3
118.6,21.5,13.63,10.4,5.8,5.12,4.71,0.82,11.99,14.01,34.0,63.6,12.5,27.3,116.1
117.2,29.5,10.41,32.8,59.7,6.64,7.86,3.97,9.05,12.72,43.7,40.5,-2.8,13.1,19.4
124.5,32.8,32.02,41.1,108.6,6.95,9.93,11.28,2.68,15.67,34.9,75.6,8.9,27.0,8.1
114.3,32.5,28.29,19.0,28.4,4.35,5.24,1.71,8.86,10.77,60.4,50.7,3.3,12.2,64.1
121.5,11.9,20.84,30.6,30.4,6.44,0.42,3.81,19.12,3.71,59.4,76.7,13.7,17.0,21.3
119.6,21.3,25.23,35.8,93.8,6.69,9.42,9.72,2.52,19.99,75.9,37.9,7.2,7.3,7.0
117.1,25.9,25.36,33.8,39.7,4.24,7.96,2.64,8.63,5.9,21.2,59.8,4.4,25.5,33.3
125.1,36.6,15.06,32.6,47.7,6.4,6.67,3.66,0.34,3.64,29.2,37.1,-2.7,5.3,25.5
113.0,39.4,29.76,5.7,5.4,5.99,0.63,0.94,8.76,12.99,49.4,35.3,19.5,3.2,86.1
129.5,25.3,15.54,44.9,96.8,4.18,6.62,10.02,0.5,24.58,31.4,40.6,2.9,17.0,8.3
118.3,36.7,32.76,30.0,48.3,5.41,7.65,4.48,15.81,3.51,37.3,79.7,-4.8,22.8,30.1
127.7,17.3,18.53,12.2,7.8,6.2,2.58,0.46,3.71,3.88,41.3,68.2,0.6,19.9,98.1
123.1,17.7,20.0,22.8,21.2,5.96,2.92,2.01,18.68,13.36,20.7,41.2,18.7,10.0,62.4
118.0,27.0,25.29,43.5,93.6,4.22,9.77,10.23,2.4,24.96,43.7,38.0,-5.2,26.7,5.9
126.4,25.6,18.75,26.6,35.2,5.04,5.31,2.92,6.76,12.76,65.6,51.7,-2.2,21.7,20.1
128.8,37.1,27.54,16.1,21.6,6.62,0.45,1.82,17.99,5.98,46.6,54.4,10.8,29.7,60.2
117.7,13.6,14.51,17.6,10.8,5.3,0.64,2.38,15.1,9.95,79.7,31.4,6.6,16.7,64.7
119.6,26.3,26.31,21.5,10.8,6.76,4.88,1.43,18.27,3.7,40.7,71.1,-8.9,9.1,70.3
125.0,18.8,23.48,6.8,8.8,4.82,1.64,0.29,5.63,11.21,44.9,37.8,16.1,21.0,89.1
117.5,15.5,26.55,34.1,42.9,5.4,2.45,3.65,15.58,3.87,39.3,63.3,17.9,17.8,18.4
124.5,27.4,10.79,38.2,113.0,4.77,6.98,8.22,2.29,23.18,63.4,32.7,8.6,19.1,3.2
117.3,28.2,32.82,16.7,14.6,6.62,4.2,1.98,12.65,12.89,63.0,56.3,7.2,21.3,73.4
126.7,10.4,23.48,41.7,101.3,4.98,9.73,11.64,2.7,16.73,43.7,42.0,1.2,0.3,7.2
110.8,36.4,24.43,21.4,23.9,4.62,4.73,2.3,0.31,9.31,23.2,53.9,-7.9,1.5,48.6
126.0,11.3,20.73,5.5,2.2,5.39,1.21,0.61,16.96,11.53,68.2,45.5,11.5,27.4,99.7
122.5,26.8,34.1,6.7,3.5,6.14,6.46,0.5,4.69,10.11,44.0,74.4,17.9,25.1,90.5
120.1,24.8,39.91,35.3,99.2,5.61,6.4,11.43,1.76,20.27,62.2,58.4,17.1,14.7,2.0
122.3,18.9,32.25,34.4,33.9,4.36,3.84,3.58,13.85,6.51,59.6,46.7,-9.8,4.5,18.4
129.1,17.4,36.78,6.0,2.5,6.28,2.52,0.55,11.15,7.97,39.4,34.6,10.5,16.7,114.1
127.6,12.0,10.7,5.2,4.9,4.22,2.16,0.25,1.65,6.0,28.6,74.0,4.7,9.3,85.6
119.1,36.7,11.87,8.9,2.2,6.82,1.71,0.39,9.72,0.52,53.5,54.2,1.3,4.0,106.5
120.3,26.8,35.51,27.6,39.7,4.72,0.73,2.74,3.85,14.18,47.5,39.6,19.8,9.0,34.1
110.5,35.3,22.1,36.1,94.6,5.86,5.64,10.32,1.98,23.11,37.7,44.6,14.4,12.7,5.1
126.5,23.0,27.48,26.4,41.9,4.14,6.53,3.37,17.51,2.15,61.2,48.3,9.6,29.8,25.8
129.8,14.2,31.17,13.5,1.0,5.34,4.22,0.51,16.34,9.45,43.2,67.6,9.1,17.1,97.7
122.8,25.5,14.16,20.1,18.8,4.39,3.87,1.92,5.48,14.32,51.9,72.3,-9.6,5.0,49.9
117.5,28.1,18.41,24.2,24.6,6.43,5.59,2.42,6.69,12.9,47.0,49.0,-5.0,26.3,58.3
115.6,22.8,22.33,26.2,35.6,4.61,0.45,3.91,12.27,7.37,23.3,59.5,15.8,1.6,34.2
128.5,10.1,18.46,25.7,47.0,5.86,3.96,3.32,7.42,9.82,70.7,62.1,7.0,20.4,28.3
125.8,24.5,24.42,24.7,25.1,6.59,0.42,1.19,13.52,10.46,20.2,75.4,11.9,5.0,63.9
128.5,26.0,30.65,4.5,2.4,4.4,0.64,0.11,17.05,6.05,59.6,70.6,-4.1,25.9,119.0
128.7,16.6,27.86,35.8,96.6,4.29,7.14,9.51,0.37,19.17,38.4,49.1,13.0,19.4,0.8
123.5,11.4,34.09,31.9,51.2,4.42,1.75,3.89,0.15,11.28,31.7,52.1,-8.6,21.8,19.2
123.8,21.9,26.0,4.4,0.3,5.08,1.41,0.14,13.23,4.07,57.9,41.0,-8.8,0.3,94.3
114.0,21.8,13.66,25.9,59.5,4.06,0.42,4.4,3.5,0.87,26.7,43.3,6.3,27.5,23.7
121.6,35.2,24.77,21.4,28.8,5.76,7.06,2.09,9.09,7.63,52.5,71.7,7.9,6.9,63.9
120.6,39.3,29.21,9.9,4.3,6.48,6.04,0.55,12.23,8.63,45.2,38.0,-0.9,3.9,110.8
110.2,16.8,11.98,8.5,0.2,5.11,6.45,0.99,12.17,3.02,38.9,61.7,3.4,4.1,88.0
112.2,34.4,29.61,31.3,57.8,6.96,0.67,2.81,2.48,14.32,80.0,58.6,3.0,27.3,31.4
118.4,36.5,20.65,29.8,36.4,5.82,0.57,2.52,10.13,13.8,79.0,73.3,-4.0,2.2,33.3
113.9,10.0,34.48,23.8,16.9,5.54,4.26,1.57,18.04,6.83,57.2,39.4,0.2,25.3,48.3
120.1,23.8,36.0,35.2,115.3,4.82,6.79,8.75,0.24,16.45,35.4,32.3,-7.5,5.6,0.9
120.6,20.2,38.41,31.6,54.2,4.54,7.16,4.12,0.03,12.27,54.2,41.9,17.3,20.5,33.2
116.9,19.0,33.03,39.1,100.2,6.07,8.6,8.65,1.95,22.84,56.2,73.2,9.8,3.7,7.3
124.1,20.3,30.58,17.1,27.6,4.35,0.67,2.32,13.57,0.77,50.7,31.4,11.8,1.4,67.0
128.1,37.0,37.68,16.5,10.2,5.73,1.47,2.15,14.2,13.94,63.2,50.1,-3.8,9.4,68.4
118.9,11.1,12.54,27.0,38.8,6.14,1.99,3.84,14.79,13.36,49.4,70.5,11.2,18.4,26.6
116.8,18.9,34.88,13.0,3.3,5.48,5.04,0.44,1.77,10.37,37.7,30.3,0.9,2.5,106.0
115.0,16.7,22.03,36.6,110.3,6.58,9.1,9.76,0.01,15.65,55.1,52.5,-1.9,10.2,6.1
124.3,31.7,10.98,18.4,11.4,4.54,5.56,1.18,9.76,13.64,37.6,45.8,2.3,17.3,54.1
112.4,23.8,37.18,7.2,2.3,5.54,0.63,0.72,19.23,10.15,30.9,44.4,12.2,2.0,110.0
118.0,30.7,27.15,5.3,7.9,5.9,6.68,0.75,7.37,2.86,36.3,44.3,-3.9,14.4,90.5
116.5,22.9,16.6,28.1,44.6,6.07,6.91,3.6,11.88,14.39,64.8,55.6,6.9,22.9,25.4
119.7,36.5,10.94,15.5,20.1,4.68,4.1,1.32,0.64,0.5,56.3,48.0,-3.9,11.6,74.3
110.6,14.8,14.57,41.6,99.2,4.72,5.15,8.26,1.3,17.94,60.9,62.2,14.3,6.9,5.7
120.5,23.5,15.88,11.0,9.5,5.82,4.2,0.24,15.67,14.71,56.4,34.4,-5.0,21.6,100.4
112.1,30.8,11.23,24.9,29.3,5.71,1.21,2.37,3.44,5.22,32.7,45.8,-2.6,27.7,74.0
125.4,28.5,32.85,7.0,2.7,6.28,4.37,0.92,16.9,11.29,46.5,31.8,4.5,17.0,117.0
118.0,11.9,21.14,8.6,6.5,4.02,5.97,0.82,1.34,13.75,73.0,46.4,11.2,13.4,103.2
119.9,22.7,21.67,24.9,17.3,5.95,0.33,2.24,17.81,2.56,69.8,35.3,3.7,23.0,70.5
113.6,28.3,13.88,29.0,55.6,4.37,1.46,2.81,12.3,1.26,68.1,41.3,10.9,25.1,27.6
128.9,39.5,26.65,33.6,35.3,5.64,1.29,3.86,1.91,4.55,66.6,66.1,0.8,5.4,34.1
113.9,27.4,13.84,29.5,49.8,4.36,5.9,2.73,15.52,10.59,72.9,44.1,-7.9,27.2,26.0
122.1,21.7,21.4,44.3,99.0,5.24,8.36,9.82,0.23,22.59,70.1,45.8,9.9,14.0,4.0
127.2,26.6,14.26,17.6,28.8,5.93,3.34,1.81,10.02,8.21,64.5,59.0,8.8,9.9,59.2
110.2,29.7,19.58,42.8,98.3,4.92,7.79,10.31,0.67,18.48,53.4,50.0,-0.6,24.5,9.7
119.1,13.0,35.03,33.0,46.7,6.66,6.24,4.44,10.71,13.03,38.4,47.1,1.6,18.4,25.5
126.5,12.3,22.47,40.5,108.0,4.87,9.21,10.44,1.19,17.11,72.6,74.0,-8.9,28.2,8.0
111.4,35.0,29.61,16.7,24.8,6.94,2.29,1.84,10.51,10.43,26.4,54.7,-9.2,13.5,58.1
111.6,29.9,22.09,6.1,4.2,4.13,1.82,0.71,0.38,12.98,34.4,68.5,-1.7,27.9,114.3
120.1,11.7,37.04,18.3,24.5,6.24,2.18,2.4,10.1,3.56,47.6,30.9,3.0,9.3,65.5
117.6,13.3,37.88,5.3,2.9,6.28,6.21,0.88,6.9,12.7,44.6,40.0,-3.9,29.2,93.8
114.4,20.3,18.77,40.1,108.2,5.59,8.04,8.63,0.42,23.69,32.7,65.4,11.7,20.3,5.3
129.1,26.8,36.67,31.9,43.6,6.78,0.61,4.06,12.97,9.63,49.0,70.6,3.2,16.4,30.4
129.2,18.3,21.34,44.7,103.8,6.67,8.91,9.8,1.54,15.22,24.5,34.2,13.4,12.5,7.4
111.9,31.1,38.21,24.4,18.7,6.49,0.57,1.79,10.33,14.24,75.8,39.2,-5.2,22.5,73.7
127.8,12.2,30.8,17.0,10.2,4.93,7.94,2.05,11.26,9.56,70.1,79.9,-4.4,24.1,69.5
120.3,39.6,25.97,16.5,25.0,4.05,0.25,1.71,2.55,3.94,28.2,75.3,-2.7,14.1,71.2
129.6,38.8,26.72,25.1,35.3,6.9,5.08,3.35,3.99,6.27,47.8,59.4,10.5,14.8,28.4
127.2,20.6,13.71,35.7,100.4,4.02,8.26,10.87,0.56,24.53,64.2,79.5,-8.1,11.8,6.1
112.2,36.5,20.74,42.9,96.7,4.49,7.45,9.06,1.87,24.01,32.0,48.3,4.0,22.2,2.4
127.3,23.0,34.06,40.5,108.6,4.66,5.05,11.83,2.05,19.19,34.5,30.9,2.6,6.1,0.4
129.9,14.7,33.72,5.9,0.5,4.57,2.9,0.49,3.71,8.25,44.8,72.2,7.1,20.8,98.8
117.5,36.1,21.38,17.9,27.1,6.01,4.5,1.13,9.22,7.21,33.6,38.1,4.3,25.1,59.5
115.7,35.5,11.92,29.6,58.6,4.55,1.89,4.41,3.36,0.25,23.6,35.7,10.5,0.0,19.8
124.6,10.6,16.36,30.6,38.1,6.35,1.78,4.14,9.37,13.39,35.9,38.0,5.5,16.0,32.1
122.5,33.5,17.25,34.9,53.7,5.4,2.75,3.48,11.43,8.3,37.9,38.8,15.4,2.4,20.6
123.4,20.0,18.24,14.9,5.9,5.79,0.22,0.62,10.55,5.39,72.4,42.8,3.0,8.4,89.9
115.3,33.6,23.25,20.5,23.9,5.83,2.19,2.32,0.78,10.9,79.2,49.9,12.2,10.8,55.5
121.5,11.5,24.58,15.9,21.4,6.83,2.17,2.23,18.66,3.32,30.0,73.6,-7.1,24.6,61.0
110.5,19.5,36.14,32.9,59.8,4.85,2.69,4.32,14.64,0.26,72.3,56.6,-9.5,16.1,26.2
111.2,13.2,36.41,4.8,6.0,6.98,5.42,0.28,9.08,5.89,56.0,52.9,13.1,7.2,109.2
122.4,36.6,17.0,38.2,105.8,4.15,8.06,8.2,0.22,24.02,36.1,47.3,11.9,20.9,0.4
127.9,15.4,22.13,34.5,40.2,6.77,5.13,2.59,13.56,14.21,64.0,64.1,-0.9,18.9,22.2
120.9,28.6,18.14,18.0,23.4,6.94,4.02,2.47,12.76,9.51,74.5,51.4,-8.6,18.3,53.1
119.4,32.9,26.75,33.1,43.2,4.37,1.62,2.96,10.93,1.5,61.1,79.0,16.6,16.6,20.4
118.9,20.3,13.8,23.7,18.8,4.41,6.24,1.4,12.22,3.83,73.6,69.3,-3.4,9.7,72.8
112.7,13.6,21.52,5.3,4.2,6.32,5.47,0.48,5.51,4.55,26.3,78.3,6.4,28.3,96.4
115.6,20.7,39.92,38.4,99.9,4.81,8.53,9.96,1.38,18.74,35.0,68.6,9.3,22.9,0.4
121.4,38.6,36.15,41.9,113.5,4.47,9.98,9.84,2.44,20.74,31.7,30.9,14.8,1.8,5.3
120.0,26.0,36.29,33.2,48.4,4.08,5.06,2.66,9.11,2.38,44.9,50.4,-0.4,4.7,23.2
118.5,24.7,38.88,20.7,21.4,4.97,5.89,2.25,14.65,8.4,40.7,69.7,-7.4,7.6,57.2
116.7,36.4,10.92,35.2,107.8,6.1,9.13,8.66,2.01,23.67,77.2,77.8,16.6,3.2,8.3
118.6,32.5,33.35,20.5,18.2,6.2,4.72,1.57,6.54,2.37,71.9,69.4,9.4,23.3,51.1
112.0,15.5,18.43,29.3,42.5,6.58,3.95,3.58,0.65,6.74,34.7,50.9,4.9,15.0,20.1
123.8,20.4,21.16,36.9,119.6,6.13,9.28,9.73,1.82,15.96,59.1,66.1,-1.1,18.7,1.5
113.4,35.3,18.37,26.0,40.2,4.47,6.57,3.99,6.64,4.09,65.5,64.5,-4.9,24.7,23.7
129.1,24.8,20.76,12.7,9.7,5.28,4.33,0.66,11.94,12.39,30.2,70.9,8.7,13.8,117.0
127.4,24.8,12.93,24.8,26.6,5.04,2.27,1.07,17.28,10.71,63.2,70.3,16.7,22.9,69.2
113.5,15.6,17.4,13.0,2.2,5.51,5.57,0.73,15.02,1.04,41.3,33.5,9.8,24.6,101.0
112.0,32.2,13.54,23.0,19.7,5.67,5.4,2.37,9.01,5.84,76.8,55.2,16.0,11.1,63.8
110.5,25.3,30.08,4.3,6.3,6.06,2.08,0.47,3.75,4.71,76.8,44.4,10.9,20.9,110.6
121.6,36.2,25.52,11.7,6.2,6.11,7.26,0.55,8.65,2.77,33.1,66.7,4.1,2.1,87.0
125.3,36.1,31.21,10.3,9.8,6.34,5.29,0.38,18.58,3.15,41.0,72.7,10.3,29.9,87.7
126.6,32.1,21.51,37.4,97.0,4.31,7.28,11.99,2.81,20.71,79.2,79.9,-2.0,12.3,3.3
113.4,29.1,18.73,26.6,45.3,5.42,5.28,4.3,4.78,3.21,32.8,42.6,-2.7,16.3,33.1
111.9,27.9,11.35,36.2,119.6,4.19,6.45,11.2,0.13,17.76,76.3,75.5,-6.1,12.9,8.0
129.9,33.3,16.04,5.5,3.6,5.18,1.03,0.33,19.03,11.81,46.6,46.0,-8.9,15.2,93.3
113.0,39.6,24.3,36.1,101.4,4.61,9.48,9.73,2.02,20.77,31.4,38.7,-10.0,14.1,3.5
116.1,32.8,25.19,9.6,7.2,5.11,5.17,0.73,19.98,8.5,62.7,75.7,-6.3,10.0,103.0
124.3,11.1,18.46,37.7,104.6,6.97,9.86,11.17,1.12,20.31,31.5,40.3,2.5,0.7,3.8
121.0,10.2,36.38,26.2,39.9,4.47,4.02,4.33,8.46,5.63,28.6,70.5,18.5,16.5,27.7
126.0,26.1,17.55,33.6,46.3,6.55,5.55,3.81,16.83,12.11,64.9,51.8,6.3,19.8,21.4
115.7,31.4,26.17,24.7,11.7,6.06,2.56,1.29,12.67,6.57,40.0,73.4,-3.2,20.6,69.0
112.2,25.1,30.16,26.5,52.9,6.89,1.3,3.1,18.28,5.89,31.6,33.6,19.9,15.1,18.5
125.3,25.3,19.44,30.0,35.7,6.26,3.35,4.06,0.24,0.65,34.3,44.9,13.1,21.9,25.5
112.4,29.9,18.5,15.9,26.4,4.95,7.4,1.93,6.15,5.8,33.0,79.9,-9.5,0.5,57.5
120.3,23.2,38.18,30.7,49.8,6.37,2.97,3.86,18.31,0.4,50.5,52.2,-8.6,23.2,32.7
129.2,10.4,35.62,13.8,6.9,6.57,5.57,0.45,3.04,5.42,24.3,30.5,5.4,15.1,117.8
115.1,26.6,28.02,5.1,1.5,4.63,3.05,0.74,1.35,13.97,27.1,51.5,-9.8,6.8,112.5
112.6,34.1,12.15,10.6,6.1,5.04,7.28,0.69,14.32,1.96,51.2,48.9,-3.4,12.8,114.9
119.6,30.7,31.98,23.4,11.6,6.58,1.1,1.34,19.2,0.92,36.2,77.8,4.3,11.0,66.3
121.0,28.6,11.1,5.0,5.7,6.14,2.84,0.67,15.25,1.55,46.6,62.5,7.9,18.2,103.2
111.4,34.1,37.07,11.7,0.4,5.42,5.82,0.31,11.45,5.32,53.4,72.3,-2.7,5.1,99.4
122.9,10.4,14.01,10.3,3.5,5.15,2.01,0.39,7.45,0.42,60.2,35.4,2.0,21.5,106.9
114.2,27.4,21.91,5.6,7.4,4.8,7.75,0.97,11.62,14.55,44.2,58.2,2.7,16.1,117.3
119.6,15.6,12.73,27.7,33.7,6.94,1.72,3.62,2.2,3.54,63.5,74.3,-1.6,24.5,30.0
119.2,34.7,27.08,5.4,3.9,6.28,5.58,0.16,2.52,8.75,43.0,67.6,7.3,9.5,92.8
119.3,29.7,29.57,7.9,3.7,6.34,2.24,0.66,4.22,5.93,76.1,72.9,16.9,11.5,113.3
123.3,31.8,11.01,33.1,52.8,6.59,6.26,2.65,2.27,8.95,43.4,47.1,6.3,28.5,33.7
114.2,11.4,14.44,32.1,55.4,4.34,3.48,4.16,19.39,13.24,56.4,44.6,-5.4,16.6,20.3
124.7,14.4,28.24,12.3,3.3,4.94,2.57,0.97,14.3,12.09,37.1,42.0,12.2,12.1,85.2
128.3,23.3,27.67,41.8,108.5,5.25,8.49,10.55,2.52,17.05,25.5,72.2,4.2,13.7,7.7
126.4,28.4,36.14,15.7,25.4,5.63,1.02,1.89,19.97,11.55,43.0,58.6,15.7,2.0,68.7
119.7,30.9,10.23,12.7,8.7,5.93,5.67,0.66,15.29,9.88,30.6,70.6,18.6,4.0,108.2
128.1,38.2,14.36,42.8,97.1,5.22,6.57,11.1,2.37,19.88,29.9,48.6,15.9,0.5,1.2
110.5,19.6,22.32,21.3,13.7,6.58,3.35,1.48,8.18,10.08,69.9,34.4,19.8,14.5,66.6
121.7,31.1,10.53,34.8,53.7,5.08,7.7,2.77,8.55,0.86,44.4,73.7,-4.0,1.5,23.9
